District,Crop,Year,Area,Production,Yield,RH2M,GWETTOP,T2M_MAX,T2M_MIN,GWETROOT,WS2M_MAX,WS2M_MIN,PRECTOTCORR
Sarlahi,Paddy,200506,40974,95417,2329,57.12,0.5,40.61,8.4,0.52,7.41,0.02,5.27
Sarlahi,Paddy,200607,37156,84715.68,2280,61.5,0.55,40.6,6.44,0.55,7.27,0.01,5.27
Sarlahi,Paddy,200708,38750,90000,2323,62.38,0.58,39.85,6.23,0.59,6.54,0.03,5.27
Sarlahi,Paddy,200809,38750,96480,2490,52.69,0.45,41.86,7.01,0.48,6.88,0.02,0
Sarlahi,Paddy,200910,38405,95355,2483,54.88,0.45,42.48,6.77,0.5,6.81,0.05,5.27
Sarlahi,Paddy,201011,39350,111360,2830,59.69,0.52,39.34,6.31,0.53,7.46,0.02,5.27
Sarlahi,Paddy,201112,39352,143635,3650,54.38,0.46,43.59,5.68,0.49,7.34,0.03,5.27
Sarlahi,Paddy,201213,38400,92905,2419,60.38,0.53,40.84,1.94,0.54,7.27,0,5.27
Sarlahi,Paddy,201314,45500,112985,2483,59.12,0.54,42.4,7.75,0.55,7.52,0.01,5.27
Sarlahi,Millet,197980,650,550,846,57.44,0.52,41.79,7.94,0.53,6.82,0.03,5.27
Sarlahi,Millet,198081,1150,1030,896,51.25,0.44,41.79,7.17,0.45,7.63,0.04,0
Sarlahi,Millet,198182,1150,1040,904,43.38,0.33,45.03,6.9,0.41,8.08,0.09,0
Sarlahi,Millet,198283,3710,2600,701,49.75,0.44,43.92,6.44,0.48,7.3,0.04,5.27
Sarlahi,Millet,198384,600,600,1000,52.56,0.46,42.5,6.49,0.52,7.07,0.03,5.27
Sarlahi,Millet,198485,750,750,1000,49.56,0.43,42.01,6.15,0.46,8.22,0.02,0
Sarlahi,Millet,198586,530,530,1000,51.75,0.47,43.73,6.55,0.52,7.32,0.01,5.27
Sarlahi,Millet,198687,620,700,1129,51.88,0.46,42.73,8.19,0.48,7.42,0.02,5.27
Sarlahi,Millet,198788,770,690,896,44.5,0.36,44.12,5.34,0.42,7.73,0.03,0
Sarlahi,Millet,198889,680,820,1206,48.5,0.4,43.01,7.48,0.46,8.79,0.02,0
Sarlahi,Millet,199091,620,680,1097,42.88,0.32,44.39,7.58,0.41,7.35,0.02,0
Sarlahi,Millet,199192,600,630,1050,41.75,0.32,42.25,6.1,0.41,9.27,0.05,0
Sarlahi,Millet,199293,800,800,1000,44.06,0.35,44.01,6.84,0.41,7.76,0.04,0
Sarlahi,Millet,199394,750,750,1000,41.94,0.32,43.21,8.67,0.41,9.15,0.04,0
Sarlahi,Millet,199495,750,750,1000,45.94,0.37,43.81,8.01,0.44,8,0.02,0
Sarlahi,Millet,199596,560,621,1109,47.19,0.39,43.43,7.28,0.45,8.34,0.03,0
Sarlahi,Millet,199697,560,620,1107,45.69,0.36,43.39,6.37,0.43,8.15,0.03,0
Sarlahi,Millet,199798,560,620,1107,50.12,0.38,44.67,6.44,0.44,7.93,0.02,0
Sarlahi,Millet,199899,560,620,1107,44.19,0.33,43.51,8.3,0.41,8.18,0.05,0
Sarlahi,Millet,199900,560,620,1107,48.38,0.38,42.48,7.21,0.45,7.37,0.02,0
Sarlahi,Millet,200001,500,600,1200,49.06,0.38,42.44,6.53,0.45,8.92,0.02,0
Sarlahi,Millet,200102,560,620,1107,48.56,0.37,41.84,7.66,0.41,6.71,0.05,0
Sarlahi,Millet,200203,500,500,1000,50.25,0.38,42.27,6.12,0.43,6.66,0.05,0
Sarlahi,Millet,200304,500,600,1200,57.12,0.5,42.23,6.64,0.52,7.06,0,5.27
Sarlahi,Millet,200405,1580,1500,949,55.25,0.48,43.24,8.17,0.5,7.97,0.02,5.27
Sarlahi,Millet,200506,1580,1500,949,57.12,0.5,40.61,8.4,0.52,7.41,0.02,5.27
Sarlahi,Millet,200607,1500,1500,1000,61.5,0.55,40.6,6.44,0.55,7.27,0.01,5.27
Sarlahi,Millet,200708,120,120,1000,62.38,0.58,39.85,6.23,0.59,6.54,0.03,5.27
Sarlahi,Millet,200809,120,120,1000,52.69,0.45,41.86,7.01,0.48,6.88,0.02,0
Sarlahi,Millet,200910,175,175,1000,54.88,0.45,42.48,6.77,0.5,6.81,0.05,5.27
Sarlahi,Millet,201011,215,215,1000,59.69,0.52,39.34,6.31,0.53,7.46,0.02,5.27
Sarlahi,Millet,201112,1000,1000,1000,54.38,0.46,43.59,5.68,0.49,7.34,0.03,5.27
Sarlahi,Millet,201213,950,950,1000,60.38,0.53,40.84,1.94,0.54,7.27,0,5.27
Sarlahi,Millet,201314,950,950,1000,59.12,0.54,42.4,7.75,0.55,7.52,0.01,5.27
Sarlahi,Barley,197980,120,120,1000,57.44,0.52,41.79,7.94,0.53,6.82,0.03,5.27
Sarlahi,Barley,198081,320,280,875,51.25,0.44,41.79,7.17,0.45,7.63,0.04,0
Sarlahi,Barley,198182,320,230,719,43.38,0.33,45.03,6.9,0.41,8.08,0.09,0
Sarlahi,Barley,198283,230,230,1000,49.75,0.44,43.92,6.44,0.48,7.3,0.04,5.27
Sarlahi,Barley,198384,270,350,1296,52.56,0.46,42.5,6.49,0.52,7.07,0.03,5.27
Sarlahi,Barley,198485,250,230,920,49.56,0.43,42.01,6.15,0.46,8.22,0.02,0
Sarlahi,Barley,198586,260,230,885,51.75,0.47,43.73,6.55,0.52,7.32,0.01,5.27
Sarlahi,Barley,198687,270,250,926,51.88,0.46,42.73,8.19,0.48,7.42,0.02,5.27
Sarlahi,Barley,198788,200,160,800,44.5,0.36,44.12,5.34,0.42,7.73,0.03,0
Sarlahi,Barley,198889,200,180,900,48.5,0.4,43.01,7.48,0.46,8.79,0.02,0
Sarlahi,Barley,199091,210,190,905,42.88,0.32,44.39,7.58,0.41,7.35,0.02,0
Sarlahi,Barley,199192,150,190,1267,41.75,0.32,42.25,6.1,0.41,9.27,0.05,0
Sarlahi,Barley,199293,100,120,1200,44.06,0.35,44.01,6.84,0.41,7.76,0.04,0
Sarlahi,Barley,199394,100,80,800,41.94,0.32,43.21,8.67,0.41,9.15,0.04,0
Sarlahi,Barley,199495,150,81,540,45.94,0.37,43.81,8.01,0.44,8,0.02,0
Sarlahi,Barley,199596,150,139,927,47.19,0.39,43.43,7.28,0.45,8.34,0.03,0
Sarlahi,Barley,199697,165,130,788,45.69,0.36,43.39,6.37,0.43,8.15,0.03,0
Sarlahi,Barley,199798,205,130,634,50.12,0.38,44.67,6.44,0.44,7.93,0.02,0
Sarlahi,Barley,199899,180,266,1478,44.19,0.33,43.51,8.3,0.41,8.18,0.05,0
Sarlahi,Barley,199900,20,20,1000,48.38,0.38,42.48,7.21,0.45,7.37,0.02,0
Sarlahi,Barley,200001,20,20,1000,49.06,0.38,42.44,6.53,0.45,8.92,0.02,0
Sarlahi,Barley,200102,20,20,1000,48.56,0.37,41.84,7.66,0.41,6.71,0.05,0
Sarlahi,Barley,200203,20,20,1000,50.25,0.38,42.27,6.12,0.43,6.66,0.05,0
Sarlahi,Barley,200304,20,20,1000,57.12,0.5,42.23,6.64,0.52,7.06,0,5.27
Sarlahi,Barley,200405,20,20,1000,55.25,0.48,43.24,8.17,0.5,7.97,0.02,5.27
Sarlahi,Barley,200506,20,20,1000,57.12,0.5,40.61,8.4,0.52,7.41,0.02,5.27
Sarlahi,Barley,200607,50,50,1000,61.5,0.55,40.6,6.44,0.55,7.27,0.01,5.27
Sarlahi,Barley,200708,50,50,1000,62.38,0.58,39.85,6.23,0.59,6.54,0.03,5.27
Sarlahi,Barley,200809,50,50,1000,52.69,0.45,41.86,7.01,0.48,6.88,0.02,0
Sarlahi,Barley,200910,50,50,1000,54.88,0.45,42.48,6.77,0.5,6.81,0.05,5.27
Sarlahi,Barley,201011,50,50,1000,59.69,0.52,39.34,6.31,0.53,7.46,0.02,5.27
Sarlahi,Barley,201112,300,50,167,54.38,0.46,43.59,5.68,0.49,7.34,0.03,5.27
Sarlahi,Barley,201213,275,275,1000,60.38,0.53,40.84,1.94,0.54,7.27,0,5.27
Sarlahi,Barley,201314,75,75,1000,59.12,0.54,42.4,7.75,0.55,7.52,0.01,5.27
Sarlahi,Maize,197980,6500,7280,1120,57.44,0.52,41.79,7.94,0.53,6.82,0.03,5.27
Sarlahi,Maize,198081,6870,11000,1601,51.25,0.44,41.79,7.17,0.45,7.63,0.04,0
Sarlahi,Maize,198182,6870,11000,1601,43.38,0.33,45.03,6.9,0.41,8.08,0.09,0
Sarlahi,Maize,198283,10550,16620,1575,49.75,0.44,43.92,6.44,0.48,7.3,0.04,5.27
Sarlahi,Maize,198384,10550,16120,1528,52.56,0.46,42.5,6.49,0.52,7.07,0.03,5.27
Sarlahi,Maize,198485,10260,15870,1547,49.56,0.43,42.01,6.15,0.46,8.22,0.02,0
Sarlahi,Maize,198586,10360,19470,1879,51.75,0.47,43.73,6.55,0.52,7.32,0.01,5.27
Sarlahi,Maize,198687,10100,18930,1874,51.88,0.46,42.73,8.19,0.48,7.42,0.02,5.27
Sarlahi,Maize,198788,9810,16460,1678,44.5,0.36,44.12,5.34,0.42,7.73,0.03,0
Sarlahi,Maize,198889,8990,15980,1778,48.5,0.4,43.01,7.48,0.46,8.79,0.02,0
Sarlahi,Maize,199091,10190,19120,1876,42.88,0.32,44.39,7.58,0.41,7.35,0.02,0
Sarlahi,Maize,199192,10290,19120,1858,41.75,0.32,42.25,6.1,0.41,9.27,0.05,0
Sarlahi,Maize,199293,10350,19450,1879,44.06,0.35,44.01,6.84,0.41,7.76,0.04,0
Sarlahi,Maize,199394,6200,10639,1716,41.94,0.32,43.21,8.67,0.41,9.15,0.04,0
Sarlahi,Maize,199495,6700,11390,1700,45.94,0.37,43.81,8.01,0.44,8,0.02,0
Sarlahi,Maize,199596,7864,13369,1700,47.19,0.39,43.43,7.28,0.45,8.34,0.03,0
Sarlahi,Maize,199697,7900,13500,1709,45.69,0.36,43.39,6.37,0.43,8.15,0.03,0
Sarlahi,Maize,199798,7880,13460,1708,50.12,0.38,44.67,6.44,0.44,7.93,0.02,0
Sarlahi,Maize,199899,8000,13600,1700,44.19,0.33,43.51,8.3,0.41,8.18,0.05,0
Sarlahi,Maize,199900,7930,18240,2300,48.38,0.38,42.48,7.21,0.45,7.37,0.02,0
Sarlahi,Maize,200001,8005,18491,2310,49.06,0.38,42.44,6.53,0.45,8.92,0.02,0
Sarlahi,Maize,200102,8500,17815,2096,48.56,0.37,41.84,7.66,0.41,6.71,0.05,0
Sarlahi,Maize,200203,8005,21610,2700,50.25,0.38,42.27,6.12,0.43,6.66,0.05,0
Sarlahi,Maize,200304,8005,21610,2700,57.12,0.5,42.23,6.64,0.52,7.06,0,5.27
Sarlahi,Maize,200405,8005,20012.5,2500,55.25,0.48,43.24,8.17,0.5,7.97,0.02,5.27
Sarlahi,Maize,200506,8005,21000,2623,57.12,0.5,40.61,8.4,0.52,7.41,0.02,5.27
Sarlahi,Maize,200607,7500,15375,2050,61.5,0.55,40.6,6.44,0.55,7.27,0.01,5.27
Sarlahi,Maize,200708,7250,15298,2110,62.38,0.58,39.85,6.23,0.59,6.54,0.03,5.27
Sarlahi,Maize,200809,7250,15298,2110,52.69,0.45,41.86,7.01,0.48,6.88,0.02,0
Sarlahi,Maize,200910,7540,15500,2056,54.88,0.45,42.48,6.77,0.5,6.81,0.05,5.27
Sarlahi,Maize,201011,8125,17062.5,2100,59.69,0.52,39.34,6.31,0.53,7.46,0.02,5.27
Sarlahi,Maize,201112,10050,17062.5,1698,54.38,0.46,43.59,5.68,0.49,7.34,0.03,5.27
Sarlahi,Maize,201213,3655,19677,5384,60.38,0.53,40.84,1.94,0.54,7.27,0,5.27
Sarlahi,Maize,201314,5440,25283,4648,59.12,0.54,42.4,7.75,0.55,7.52,0.01,5.27
Sarlahi,Wheat,197980,9150,11530,1260,57.44,0.52,41.79,7.94,0.53,6.82,0.03,5.27
Sarlahi,Wheat,198081,10890,14160,1300,51.25,0.44,41.79,7.17,0.45,7.63,0.04,0
Sarlahi,Wheat,198182,12600,8820,700,43.38,0.33,45.03,6.9,0.41,8.08,0.09,0
Sarlahi,Wheat,198283,13220,23800,1800,49.75,0.44,43.92,6.44,0.48,7.3,0.04,5.27
Sarlahi,Wheat,198384,14360,16800,1170,52.56,0.46,42.5,6.49,0.52,7.07,0.03,5.27
Sarlahi,Wheat,198485,14070,18290,1300,49.56,0.43,42.01,6.15,0.46,8.22,0.02,0
Sarlahi,Wheat,198586,12570,18850,1500,51.75,0.47,43.73,6.55,0.52,7.32,0.01,5.27
Sarlahi,Wheat,198687,12940,19280,1490,51.88,0.46,42.73,8.19,0.48,7.42,0.02,5.27
Sarlahi,Wheat,198788,13200,19010,1440,44.5,0.36,44.12,5.34,0.42,7.73,0.03,0
Sarlahi,Wheat,198889,14400,22270,1547,48.5,0.4,43.01,7.48,0.46,8.79,0.02,0
Sarlahi,Wheat,199091,14310,22750,1590,42.88,0.32,44.39,7.58,0.41,7.35,0.02,0
Sarlahi,Wheat,199192,19010,22320,1174,41.75,0.32,42.25,6.1,0.41,9.27,0.05,0
Sarlahi,Wheat,199293,19010,20910,1100,44.06,0.35,44.01,6.84,0.41,7.76,0.04,0
Sarlahi,Wheat,199394,19510,28515,1462,41.94,0.32,43.21,8.67,0.41,9.15,0.04,0
Sarlahi,Wheat,199495,22762,29850,1311,45.94,0.37,43.81,8.01,0.44,8,0.02,0
Sarlahi,Wheat,199596,23062,30800,1336,47.19,0.39,43.43,7.28,0.45,8.34,0.03,0
Sarlahi,Wheat,199697,22562,36500,1618,45.69,0.36,43.39,6.37,0.43,8.15,0.03,0
Sarlahi,Wheat,199798,22400,35651,1592,50.12,0.38,44.67,6.44,0.44,7.93,0.02,0
Sarlahi,Wheat,199899,14850,33600,2263,44.19,0.33,43.51,8.3,0.41,8.18,0.05,0
Sarlahi,Wheat,199900,22900,43120,1883,48.38,0.38,42.48,7.21,0.45,7.37,0.02,0
Sarlahi,Wheat,200001,23520,42336,1800,49.06,0.38,42.44,6.53,0.45,8.92,0.02,0
Sarlahi,Wheat,200102,24520,46580,1900,48.56,0.37,41.84,7.66,0.41,6.71,0.05,0
Sarlahi,Wheat,200203,25229,50458,2000,50.25,0.38,42.27,6.12,0.43,6.66,0.05,0
Sarlahi,Wheat,200304,25250,55550,2200,57.12,0.5,42.23,6.64,0.52,7.06,0,5.27
Sarlahi,Wheat,200405,25250,55000,2178,55.25,0.48,43.24,8.17,0.5,7.97,0.02,5.27
Sarlahi,Wheat,200506,25700,53900,2097,57.12,0.5,40.61,8.4,0.52,7.41,0.02,5.27
Sarlahi,Wheat,200607,27395,62734.55,2290,61.5,0.55,40.6,6.44,0.55,7.27,0.01,5.27
Sarlahi,Wheat,200708,27395,62734.55,2290,62.38,0.58,39.85,6.23,0.59,6.54,0.03,5.27
Sarlahi,Wheat,200809,27100,55834,2060,52.69,0.45,41.86,7.01,0.48,6.88,0.02,0
Sarlahi,Wheat,200910,28000,28000,1000,54.88,0.45,42.48,6.77,0.5,6.81,0.05,5.27
Sarlahi,Wheat,201011,28000,56000,2000,59.69,0.52,39.34,6.31,0.53,7.46,0.02,5.27
Sarlahi,Wheat,201112,28000,67200,2400,54.38,0.46,43.59,5.68,0.49,7.34,0.03,5.27
Sarlahi,Wheat,201213,26500,65750,2481,60.38,0.53,40.84,1.94,0.54,7.27,0,5.27
Sarlahi,Wheat,201314,22500,63750,2833,59.12,0.54,42.4,7.75,0.55,7.52,0.01,5.27
Saptari,Paddy,197980,72850,144240,1980,60.31,0.52,41,8.55,0.52,7.2,0.02,5.27
Saptari,Paddy,198081,73460,145450,1980,54.62,0.44,41.73,8.27,0.45,7.22,0.02,0
Saptari,Paddy,198182,74340,104080,1400,48.31,0.37,44.6,7.48,0.43,9.12,0.02,0
Saptari,Paddy,198283,69310,76900,1110,53.62,0.44,43.11,5.4,0.46,8.25,0.04,5.27
Saptari,Paddy,198384,72810,127720,1754,55.12,0.45,43.05,6.4,0.48,7.78,0.02,5.27
Saptari,Paddy,198485,72030,115940,1610,53.81,0.43,42.15,6.63,0.46,8.77,0.02,0
Saptari,Paddy,198586,73540,125020,1700,55.56,0.48,43.38,6.9,0.52,7.88,0.04,5.27
Saptari,Paddy,198687,65580,86130,1313,53.38,0.44,43.97,8.82,0.46,10.95,0.04,0
Saptari,Paddy,198788,68820,134120,1949,49.06,0.38,44.94,6.24,0.43,9.34,0.01,0
Saptari,Paddy,198889,68100,116370,1709,50.25,0.36,43.09,7.33,0.41,8.75,0.04,0
Saptari,Paddy,199091,66300,146200,2205,47.75,0.34,44.57,7.79,0.42,9.21,0.02,0
Saptari,Paddy,199192,65640,158340,2412,44.12,0.31,42.7,7.16,0.38,11.28,0.02,0
Saptari,Paddy,199293,34130,75080,2200,46.31,0.33,43.23,6.76,0.39,9.37,0.04,0
Saptari,Paddy,199394,70040,170300,2431,42.5,0.28,43.53,8.49,0.37,7.9,0.01,0
Saptari,Paddy,199495,63428,141119,2225,47.25,0.34,44.24,8.55,0.41,8.77,0.04,0
Saptari,Paddy,199596,69150,167238,2418,47.19,0.34,42.94,7.13,0.4,8.98,0.04,0
Saptari,Paddy,199697,70000,175000,2500,47.44,0.33,43.08,6.9,0.4,9.73,0.02,0
Saptari,Paddy,199798,70000,168000,2400,54,0.36,45.59,6.37,0.41,8.84,0.02,0
Saptari,Paddy,199899,70050,169100,2414,49.88,0.34,42.83,8.69,0.41,8.78,0.04,0
Saptari,Paddy,199900,72600,187261,2579,50,0.34,41.26,7.38,0.4,7.94,0.02,0
Saptari,Paddy,200001,71200,192810,2708,51.06,0.34,41.4,6.92,0.41,8.97,0.05,0
Saptari,Paddy,200102,69190,165650,2394,54.25,0.37,42.33,8.13,0.41,7.96,0.01,0
Saptari,Paddy,200203,70190,168855,2406,55.88,0.39,41.26,6.01,0.43,8.82,0.04,0
Saptari,Paddy,200304,70000,196589,2808,60.31,0.49,42.14,6.17,0.51,7.49,0.01,5.27
Saptari,Paddy,200405,67000,201000,3000,58.31,0.48,43.11,8.6,0.48,8.98,0.03,5.27
Saptari,Paddy,200506,68000,157500,2316,58.75,0.46,41.1,7.97,0.48,8.68,0.02,5.27
Saptari,Paddy,200607,52000,95680,1840,62.69,0.51,40.8,5.47,0.52,8.09,0.02,5.27
Saptari,Paddy,200708,68000,153000,2250,62.5,0.49,40.69,6.93,0.49,7.65,0.03,5.27
Saptari,Paddy,200809,68400,173500,2537,56,0.44,42.22,7.37,0.47,7.11,0.03,5.27
Saptari,Paddy,200910,59903,150724,2516,59.62,0.48,42.76,7.08,0.52,7.98,0.05,5.27
Saptari,Paddy,201011,37691,116842,3100,62.81,0.54,39.33,6.24,0.55,8.84,0.03,5.27
Saptari,Paddy,201112,60000,177000,2950,55.69,0.43,44.22,5.95,0.46,8.28,0.02,0
Saptari,Paddy,201213,30219,60388,1998,60.31,0.47,41.37,1.87,0.48,9.37,0.04,5.27
Saptari,Paddy,201314,35000,90500,2586,58.88,0.45,42.81,7.46,0.48,8.59,0.02,0
Saptari,Millet,197980,870,720,828,60.31,0.52,41,8.55,0.52,7.2,0.02,5.27
Saptari,Millet,198081,870,720,828,54.62,0.44,41.73,8.27,0.45,7.22,0.02,0
Saptari,Millet,198182,870,830,954,48.31,0.37,44.6,7.48,0.43,9.12,0.02,0
Saptari,Millet,198283,700,670,957,53.62,0.44,43.11,5.4,0.46,8.25,0.04,5.27
Saptari,Millet,198384,380,340,895,55.12,0.45,43.05,6.4,0.48,7.78,0.02,5.27
Saptari,Millet,198485,360,360,1000,53.81,0.43,42.15,6.63,0.46,8.77,0.02,0
Saptari,Millet,198586,360,340,944,55.56,0.48,43.38,6.9,0.52,7.88,0.04,5.27
Saptari,Millet,198687,390,390,1000,53.38,0.44,43.97,8.82,0.46,10.95,0.04,0
Saptari,Millet,198788,220,220,1000,49.06,0.38,44.94,6.24,0.43,9.34,0.01,0
Saptari,Millet,198889,330,330,1000,50.25,0.36,43.09,7.33,0.41,8.75,0.04,0
Saptari,Millet,199091,350,350,1000,47.75,0.34,44.57,7.79,0.42,9.21,0.02,0
Saptari,Millet,199192,230,250,1087,44.12,0.31,42.7,7.16,0.38,11.28,0.02,0
Saptari,Millet,199293,350,350,1000,46.31,0.33,43.23,6.76,0.39,9.37,0.04,0
Saptari,Millet,199394,400,400,1000,42.5,0.28,43.53,8.49,0.37,7.9,0.01,0
Saptari,Millet,199495,300,300,1000,47.25,0.34,44.24,8.55,0.41,8.77,0.04,0
Saptari,Millet,199596,300,300,1000,47.19,0.34,42.94,7.13,0.4,8.98,0.04,0
Saptari,Millet,199697,300,300,1000,47.44,0.33,43.08,6.9,0.4,9.73,0.02,0
Saptari,Millet,199798,300,300,1000,54,0.36,45.59,6.37,0.41,8.84,0.02,0
Saptari,Millet,199899,300,300,1000,49.88,0.34,42.83,8.69,0.41,8.78,0.04,0
Saptari,Millet,199900,300,300,1000,50,0.34,41.26,7.38,0.4,7.94,0.02,0
Saptari,Millet,200001,200,200,1000,51.06,0.34,41.4,6.92,0.41,8.97,0.05,0
Saptari,Millet,200102,300,300,1000,54.25,0.37,42.33,8.13,0.41,7.96,0.01,0
Saptari,Millet,200203,300,300,1000,55.88,0.39,41.26,6.01,0.43,8.82,0.04,0
Saptari,Millet,200304,300,300,1000,60.31,0.49,42.14,6.17,0.51,7.49,0.01,5.27
Saptari,Millet,200405,300,300,1000,58.31,0.48,43.11,8.6,0.48,8.98,0.03,5.27
Saptari,Millet,200506,300,300,1000,58.75,0.46,41.1,7.97,0.48,8.68,0.02,5.27
Saptari,Millet,200607,300,300,1000,62.69,0.51,40.8,5.47,0.52,8.09,0.02,5.27
Saptari,Millet,200708,300,300,1000,62.5,0.49,40.69,6.93,0.49,7.65,0.03,5.27
Saptari,Millet,200809,300,300,1000,56,0.44,42.22,7.37,0.47,7.11,0.03,5.27
Saptari,Millet,200910,250,250,1000,59.62,0.48,42.76,7.08,0.52,7.98,0.05,5.27
Saptari,Millet,201011,250,250,1000,62.81,0.54,39.33,6.24,0.55,8.84,0.03,5.27
Saptari,Millet,201112,250,375,1500,55.69,0.43,44.22,5.95,0.46,8.28,0.02,0
Saptari,Millet,201213,250,215,860,60.31,0.47,41.37,1.87,0.48,9.37,0.04,5.27
Saptari,Millet,201314,250,215,860,58.88,0.45,42.81,7.46,0.48,8.59,0.02,0
Saptari,Barley,197980,50,40,800,60.31,0.52,41,8.55,0.52,7.2,0.02,5.27
Saptari,Barley,198081,80,60,750,54.62,0.44,41.73,8.27,0.45,7.22,0.02,0
Saptari,Barley,198182,80,60,750,48.31,0.37,44.6,7.48,0.43,9.12,0.02,0
Saptari,Barley,198283,60,50,833,53.62,0.44,43.11,5.4,0.46,8.25,0.04,5.27
Saptari,Barley,198384,60,50,833,55.12,0.45,43.05,6.4,0.48,7.78,0.02,5.27
Saptari,Barley,198485,60,40,667,53.81,0.43,42.15,6.63,0.46,8.77,0.02,0
Saptari,Barley,198586,70,60,857,55.56,0.48,43.38,6.9,0.52,7.88,0.04,5.27
Saptari,Barley,198687,80,70,875,53.38,0.44,43.97,8.82,0.46,10.95,0.04,0
Saptari,Barley,198788,80,60,750,49.06,0.38,44.94,6.24,0.43,9.34,0.01,0
Saptari,Barley,198889,80,70,875,50.25,0.36,43.09,7.33,0.41,8.75,0.04,0
Saptari,Barley,199091,60,80,1333,47.75,0.34,44.57,7.79,0.42,9.21,0.02,0
Saptari,Barley,199192,70,60,857,44.12,0.31,42.7,7.16,0.38,11.28,0.02,0
Saptari,Barley,199293,10,70,7000,46.31,0.33,43.23,6.76,0.39,9.37,0.04,0
Saptari,Barley,199394,10,10,1000,42.5,0.28,43.53,8.49,0.37,7.9,0.01,0
Saptari,Barley,199495,10,10,1000,47.25,0.34,44.24,8.55,0.41,8.77,0.04,0
Saptari,Barley,199596,10,10,1000,47.19,0.34,42.94,7.13,0.4,8.98,0.04,0
Saptari,Barley,199697,10,10,1000,47.44,0.33,43.08,6.9,0.4,9.73,0.02,0
Saptari,Barley,199798,10,10,1000,54,0.36,45.59,6.37,0.41,8.84,0.02,0
Saptari,Barley,199899,80,10,125,49.88,0.34,42.83,8.69,0.41,8.78,0.04,0
Saptari,Barley,199900,0,0,0,50,0.34,41.26,7.38,0.4,7.94,0.02,0
Saptari,Barley,200001,0,0,0,51.06,0.34,41.4,6.92,0.41,8.97,0.05,0
Saptari,Barley,200102,0,0,0,54.25,0.37,42.33,8.13,0.41,7.96,0.01,0
Saptari,Barley,200203,0,0,0,55.88,0.39,41.26,6.01,0.43,8.82,0.04,0
Saptari,Barley,200304,0,0,0,60.31,0.49,42.14,6.17,0.51,7.49,0.01,5.27
Saptari,Barley,200405,0,0,0,58.31,0.48,43.11,8.6,0.48,8.98,0.03,5.27
Saptari,Barley,200506,0,0,0,58.75,0.46,41.1,7.97,0.48,8.68,0.02,5.27
Saptari,Barley,200607,0,0,0,62.69,0.51,40.8,5.47,0.52,8.09,0.02,5.27
Saptari,Barley,200708,0,0,0,62.5,0.49,40.69,6.93,0.49,7.65,0.03,5.27
Saptari,Barley,200809,0,0,0,56,0.44,42.22,7.37,0.47,7.11,0.03,5.27
Saptari,Barley,200910,0,0,0,59.62,0.48,42.76,7.08,0.52,7.98,0.05,5.27
Saptari,Barley,201011,0,0,0,62.81,0.54,39.33,6.24,0.55,8.84,0.03,5.27
Saptari,Barley,201112,0,0,0,55.69,0.43,44.22,5.95,0.46,8.28,0.02,0
Saptari,Barley,201213,0,0,0,60.31,0.47,41.37,1.87,0.48,9.37,0.04,5.27
Saptari,Barley,201314,0,0,0,58.88,0.45,42.81,7.46,0.48,8.59,0.02,0
Saptari,Maize,197980,400,550,1375,60.31,0.52,41,8.55,0.52,7.2,0.02,5.27
Saptari,Maize,198081,650,900,1385,54.62,0.44,41.73,8.27,0.45,7.22,0.02,0
Saptari,Maize,198182,700,980,1400,48.31,0.37,44.6,7.48,0.43,9.12,0.02,0
Saptari,Maize,198283,450,550,1222,53.62,0.44,43.11,5.4,0.46,8.25,0.04,5.27
Saptari,Maize,198384,800,1180,1475,55.12,0.45,43.05,6.4,0.48,7.78,0.02,5.27
Saptari,Maize,198485,400,620,1550,53.81,0.43,42.15,6.63,0.46,8.77,0.02,0
Saptari,Maize,198586,400,520,1300,55.56,0.48,43.38,6.9,0.52,7.88,0.04,5.27
Saptari,Maize,198687,380,590,1553,53.38,0.44,43.97,8.82,0.46,10.95,0.04,0
Saptari,Maize,198788,540,980,1815,49.06,0.38,44.94,6.24,0.43,9.34,0.01,0
Saptari,Maize,198889,580,980,1690,50.25,0.36,43.09,7.33,0.41,8.75,0.04,0
Saptari,Maize,199091,950,1750,1842,47.75,0.34,44.57,7.79,0.42,9.21,0.02,0
Saptari,Maize,199192,1000,1750,1750,44.12,0.31,42.7,7.16,0.38,11.28,0.02,0
Saptari,Maize,199293,1160,2200,1897,46.31,0.33,43.23,6.76,0.39,9.37,0.04,0
Saptari,Maize,199394,1330,2513,1889,42.5,0.28,43.53,8.49,0.37,7.9,0.01,0
Saptari,Maize,199495,1350,2572,1905,47.25,0.34,44.24,8.55,0.41,8.77,0.04,0
Saptari,Maize,199596,1350,2565,1900,47.19,0.34,42.94,7.13,0.4,8.98,0.04,0
Saptari,Maize,199697,1350,2560,1896,47.44,0.33,43.08,6.9,0.4,9.73,0.02,0
Saptari,Maize,199798,1000,1800,1800,54,0.36,45.59,6.37,0.41,8.84,0.02,0
Saptari,Maize,199899,1200,2160,1800,49.88,0.34,42.83,8.69,0.41,8.78,0.04,0
Saptari,Maize,199900,1000,2000,2000,50,0.34,41.26,7.38,0.4,7.94,0.02,0
Saptari,Maize,200001,2000,3600,1800,51.06,0.34,41.4,6.92,0.41,8.97,0.05,0
