Area,Item,Year,hg/ha_yield,rainfall,pesticides_tonnes,avg_temp_x,avg_temp_y
Nepal,"Walnuts, in shell",2012,48456,1500,410.32,14.1,14.1
Nepal,Wheat,2012,24123,1500,410.32,14.1,14.1
Nepal,"Almonds, in shell",2013,6913,1500,454.53,13.98,13.98
Nepal,Apples,2013,84563,1500,454.53,13.98,13.98
Nepal,Apricots,2013,65534,1500,454.53,13.98,13.98
Nepal,Areca nuts,2013,33459,1500,454.53,13.98,13.98
Nepal,Bananas,2013,153405,1500,454.53,13.98,13.98
Nepal,Barley,2013,11414,1500,454.53,13.98,13.98
Nepal,"Beans, dry",2013,8469,1500,454.53,13.98,13.98
Nepal,"Broad beans and horse beans, dry",2013,8560,1500,454.53,13.98,13.98
Nepal,Buckwheat,2013,9415,1500,454.53,13.98,13.98
Nepal,Cabbages,2013,266667,1500,454.53,13.98,13.98
Nepal,Cauliflowers and broccoli,2013,180451,1500,454.53,13.98,13.98
Nepal,"Chick peas, dry",2013,9912,1500,454.53,13.98,13.98
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2013,40994,1500,454.53,13.98,13.98
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2013,41838,1500,454.53,13.98,13.98
Nepal,"Coconuts, in shell",2013,20051,1500,454.53,13.98,13.98
Nepal,"Coffee, green",2013,2091,1500,454.53,13.98,13.98
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2013,51667,1500,454.53,13.98,13.98
Nepal,"Ginger, raw",2013,121301,1500,454.53,13.98,13.98
Nepal,Green garlic,2013,69033,1500,454.53,13.98,13.98
Nepal,"Jute, raw or retted",2013,13717,1500,454.53,13.98,13.98
Nepal,Lemons and limes,2013,73855,1500,454.53,13.98,13.98
Nepal,"Lentils, dry",2013,10988,1500,454.53,13.98,13.98
Nepal,Lettuce and chicory,2013,60026,1500,454.53,13.98,13.98
Nepal,Linseed,2013,5358,1500,454.53,13.98,13.98
Nepal,Maize (corn),2013,23528,1500,454.53,13.98,13.98
Nepal,"Mangoes, guavas and mangosteens",2013,80052,1500,454.53,13.98,13.98
Nepal,Millet,2013,11139,1500,454.53,13.98,13.98
Nepal,Mustard seed,2013,8462,1500,454.53,13.98,13.98
Nepal,"Nutmeg, mace, cardamoms, raw",2013,5332,1500,454.53,13.98,13.98
Nepal,Oranges,2013,96222,1500,454.53,13.98,13.98
Nepal,"Other beans, green",2013,28571,1500,454.53,13.98,13.98
Nepal,"Other citrus fruit, n.e.c.",2013,68678,1500,454.53,13.98,13.98
Nepal,"Other fruits, n.e.c.",2013,92504,1500,454.53,13.98,13.98
Nepal,"Other oil seeds, n.e.c.",2013,8773,1500,454.53,13.98,13.98
Nepal,Other pulses n.e.c.,2013,10651,1500,454.53,13.98,13.98
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2013,72881,1500,454.53,13.98,13.98
Nepal,"Other vegetables, fresh n.e.c.",2013,134001,1500,454.53,13.98,13.98
Nepal,Papayas,2013,166356,1500,454.53,13.98,13.98
Nepal,Peaches and nectarines,2013,67490,1500,454.53,13.98,13.98
Nepal,Pears,2013,103623,1500,454.53,13.98,13.98
Nepal,Persimmons,2013,68410,1500,454.53,13.98,13.98
Nepal,"Pigeon peas, dry",2013,9427,1500,454.53,13.98,13.98
Nepal,Pineapples,2013,133426,1500,454.53,13.98,13.98
Nepal,Plums and sloes,2013,70351,1500,454.53,13.98,13.98
Nepal,Potatoes,2013,136408,1500,454.53,13.98,13.98
Nepal,Rice,2013,33942,1500,454.53,13.98,13.98
Nepal,"Seed cotton, unginned",2013,8571,1500,454.53,13.98,13.98
Nepal,Soya beans,2013,11719,1500,454.53,13.98,13.98
Nepal,Sugar cane,2013,454383,1500,454.53,13.98,13.98
Nepal,"Tangerines, mandarins, clementines",2013,96047,1500,454.53,13.98,13.98
Nepal,Tea leaves,2013,47279,1500,454.53,13.98,13.98
Nepal,Unmanufactured tobacco,2013,13500,1500,454.53,13.98,13.98
Nepal,"Walnuts, in shell",2013,52476,1500,454.53,13.98,13.98
Nepal,Wheat,2013,22902,1500,454.53,13.98,13.98
Nepal,"Almonds, in shell",2014,6743,1500,549.17,14.06,14.06
Nepal,Apples,2014,69874,1500,549.17,14.06,14.06
Nepal,Apricots,2014,66521,1500,549.17,14.06,14.06
Nepal,Areca nuts,2014,8768,1500,549.17,14.06,14.06
Nepal,Bananas,2014,161926,1500,549.17,14.06,14.06
Nepal,Barley,2014,12361,1500,549.17,14.06,14.06
Nepal,"Beans, dry",2014,8315,1500,549.17,14.06,14.06
Nepal,"Broad beans and horse beans, dry",2014,9084,1500,549.17,14.06,14.06
Nepal,Buckwheat,2014,9833,1500,549.17,14.06,14.06
Nepal,Cabbages,2014,268199,1500,549.17,14.06,14.06
Nepal,Cauliflowers and broccoli,2014,190141,1500,549.17,14.06,14.06
Nepal,"Chick peas, dry",2014,10043,1500,549.17,14.06,14.06
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2014,41838,1500,549.17,14.06,14.06
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2014,44404,1500,549.17,14.06,14.06
Nepal,"Coconuts, in shell",2014,20052,1500,549.17,14.06,14.06
Nepal,"Coffee, green",2014,2250,1500,549.17,14.06,14.06
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2014,51280,1500,549.17,14.06,14.06
Nepal,"Ginger, raw",2014,113991,1500,549.17,14.06,14.06
Nepal,Green garlic,2014,68557,1500,549.17,14.06,14.06
Nepal,"Jute, raw or retted",2014,13119,1500,549.17,14.06,14.06
Nepal,Lemons and limes,2014,71164,1500,549.17,14.06,14.06
Nepal,"Lentils, dry",2014,11014,1500,549.17,14.06,14.06
Nepal,Lettuce and chicory,2014,60000,1500,549.17,14.06,14.06
Nepal,Linseed,2014,5870,1500,549.17,14.06,14.06
Nepal,Maize (corn),2014,24584,1500,549.17,14.06,14.06
Nepal,"Mangoes, guavas and mangosteens",2014,70513,1500,549.17,14.06,14.06
Nepal,Millet,2014,11214,1500,549.17,14.06,14.06
Nepal,Mustard seed,2014,8788,1500,549.17,14.06,14.06
Nepal,"Nutmeg, mace, cardamoms, raw",2014,4543,1500,549.17,14.06,14.06
Nepal,Oranges,2014,101092,1500,549.17,14.06,14.06
Nepal,"Other beans, green",2014,28254,1500,549.17,14.06,14.06
Nepal,"Other citrus fruit, n.e.c.",2014,78899,1500,549.17,14.06,14.06
Nepal,"Other fruits, n.e.c.",2014,87663,1500,549.17,14.06,14.06
Nepal,"Other oil seeds, n.e.c.",2014,10803,1500,549.17,14.06,14.06
Nepal,Other pulses n.e.c.,2014,10709,1500,549.17,14.06,14.06
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2014,71854,1500,549.17,14.06,14.06
Nepal,"Other vegetables, fresh n.e.c.",2014,134194,1500,549.17,14.06,14.06
Nepal,Papayas,2014,168200,1500,549.17,14.06,14.06
Nepal,Peaches and nectarines,2014,68560,1500,549.17,14.06,14.06
Nepal,Pears,2014,99319,1500,549.17,14.06,14.06
Nepal,Persimmons,2014,66674,1500,549.17,14.06,14.06
Nepal,"Pigeon peas, dry",2014,9652,1500,549.17,14.06,14.06
Nepal,Pineapples,2014,134275,1500,549.17,14.06,14.06
Nepal,Plums and sloes,2014,61172,1500,549.17,14.06,14.06
Nepal,Potatoes,2014,136955,1500,549.17,14.06,14.06
Nepal,Rice,2014,33596,1500,549.17,14.06,14.06
Nepal,"Seed cotton, unginned",2014,10115,1500,549.17,14.06,14.06
Nepal,Soya beans,2014,11886,1500,549.17,14.06,14.06
Nepal,Sugar cane,2014,456490,1500,549.17,14.06,14.06
Nepal,"Tangerines, mandarins, clementines",2014,90344,1500,549.17,14.06,14.06
Nepal,Tea leaves,2014,48259,1500,549.17,14.06,14.06
Nepal,Unmanufactured tobacco,2014,13136,1500,549.17,14.06,14.06
Nepal,"Walnuts, in shell",2014,38357,1500,549.17,14.06,14.06
Nepal,Wheat,2014,24960,1500,549.17,14.06,14.06
Nepal,"Almonds, in shell",2015,5206,1500,573.97,14.08,14.08
Nepal,Apples,2015,77686,1500,573.97,14.08,14.08
Nepal,Apricots,2015,92936,1500,573.97,14.08,14.08
Nepal,Areca nuts,2015,35034,1500,573.97,14.08,14.08
Nepal,Bananas,2015,163738,1500,573.97,14.08,14.08
Nepal,Barley,2015,13316,1500,573.97,14.08,14.08
Nepal,"Beans, dry",2015,8382,1500,573.97,14.08,14.08
Nepal,"Broad beans and horse beans, dry",2015,8881,1500,573.97,14.08,14.08
Nepal,Buckwheat,2015,10047,1500,573.97,14.08,14.08
Nepal,Cabbages,2015,269721,1500,573.97,14.08,14.08
Nepal,Cauliflowers and broccoli,2015,188547,1500,573.97,14.08,14.08
Nepal,"Chick peas, dry",2015,10144,1500,573.97,14.08,14.08
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2015,44404,1500,573.97,14.08,14.08
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2015,88658,1500,573.97,14.08,14.08
Nepal,"Coconuts, in shell",2015,7207,1500,573.97,14.08,14.08
Nepal,"Coffee, green",2015,1947,1500,573.97,14.08,14.08
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2015,51338,1500,573.97,14.08,14.08
Nepal,"Ginger, raw",2015,101801,1500,573.97,14.08,14.08
Nepal,Green garlic,2015,62822,1500,573.97,14.08,14.08
Nepal,"Jute, raw or retted",2015,14520,1500,573.97,14.08,14.08
Nepal,Lemons and limes,2015,69010,1500,573.97,14.08,14.08
Nepal,"Lentils, dry",2015,11126,1500,573.97,14.08,14.08
Nepal,Lettuce and chicory,2015,61412,1500,573.97,14.08,14.08
Nepal,Linseed,2015,6155,1500,573.97,14.08,14.08
Nepal,Maize (corn),2015,24312,1500,573.97,14.08,14.08
Nepal,"Mangoes, guavas and mangosteens",2015,67109,1500,573.97,14.08,14.08
Nepal,Millet,2015,11509,1500,573.97,14.08,14.08
Nepal,Mustard seed,2015,8743,1500,573.97,14.08,14.08
Nepal,"Nutmeg, mace, cardamoms, raw",2015,4146,1500,573.97,14.08,14.08
Nepal,Oranges,2015,100811,1500,573.97,14.08,14.08
Nepal,"Other beans, green",2015,27385,1500,573.97,14.08,14.08
Nepal,"Other citrus fruit, n.e.c.",2015,72011,1500,573.97,14.08,14.08
Nepal,"Other fruits, n.e.c.",2015,89593,1500,573.97,14.08,14.08
Nepal,"Other oil seeds, n.e.c.",2015,11310,1500,573.97,14.08,14.08
Nepal,Other pulses n.e.c.,2015,10140,1500,573.97,14.08,14.08
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2015,71114,1500,573.97,14.08,14.08
Nepal,"Other vegetables, fresh n.e.c.",2015,135934,1500,573.97,14.08,14.08
Nepal,Papayas,2015,133131,1500,573.97,14.08,14.08
Nepal,Peaches and nectarines,2015,68501,1500,573.97,14.08,14.08
Nepal,Pears,2015,100862,1500,573.97,14.08,14.08
Nepal,Persimmons,2015,77224,1500,573.97,14.08,14.08
Nepal,"Pigeon peas, dry",2015,9750,1500,573.97,14.08,14.08
Nepal,Pineapples,2015,137849,1500,573.97,14.08,14.08
Nepal,Plums and sloes,2015,72817,1500,573.97,14.08,14.08
Nepal,Potatoes,2015,131259,1500,573.97,14.08,14.08
Nepal,Rice,2015,31543,1500,573.97,14.08,14.08
Nepal,"Seed cotton, unginned",2015,10115,1500,573.97,14.08,14.08
Nepal,Soya beans,2015,12006,1500,573.97,14.08,14.08
Nepal,Sugar cane,2015,459910,1500,573.97,14.08,14.08
Nepal,"Tangerines, mandarins, clementines",2015,91970,1500,573.97,14.08,14.08
Nepal,Tea leaves,2015,48259,1500,573.97,14.08,14.08
Nepal,Unmanufactured tobacco,2015,12918,1500,573.97,14.08,14.08
Nepal,"Walnuts, in shell",2015,42380,1500,573.97,14.08,14.08
Nepal,Wheat,2015,25914,1500,573.97,14.08,14.08
Nepal,"Almonds, in shell",2016,5969,1500,632.75,14.77,14.77
Nepal,Apples,2016,72912,1500,632.75,14.77,14.77
Nepal,Apricots,2016,92762,1500,632.75,14.77,14.77
Nepal,Areca nuts,2016,36432,1500,632.75,14.77,14.77
Nepal,Bananas,2016,165042,1500,632.75,14.77,14.77
Nepal,Barley,2016,11565,1500,632.75,14.77,14.77
Nepal,"Beans, dry",2016,8477,1500,632.75,14.77,14.77
Nepal,"Broad beans and horse beans, dry",2016,8698,1500,632.75,14.77,14.77
Nepal,Buckwheat,2016,10736,1500,632.75,14.77,14.77
Nepal,Cabbages,2016,268293,1500,632.75,14.77,14.77
Nepal,Cauliflowers and broccoli,2016,189474,1500,632.75,14.77,14.77
Nepal,"Chick peas, dry",2016,11043,1500,632.75,14.77,14.77
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2016,53261,1500,632.75,14.77,14.77
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2016,96211,1500,632.75,14.77,14.77
Nepal,"Coconuts, in shell",2016,8907,1500,632.75,14.77,14.77
Nepal,"Coffee, green",2016,2032,1500,632.75,14.77,14.77
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2016,51426,1500,632.75,14.77,14.77
Nepal,"Ginger, raw",2016,124314,1500,632.75,14.77,14.77
Nepal,Green garlic,2016,66785,1500,632.75,14.77,14.77
Nepal,"Jute, raw or retted",2016,14521,1500,632.75,14.77,14.77
Nepal,Lemons and limes,2016,71767,1500,632.75,14.77,14.77
Nepal,"Lentils, dry",2016,12287,1500,632.75,14.77,14.77
Nepal,Lettuce and chicory,2016,60532,1500,632.75,14.77,14.77
Nepal,Linseed,2016,5343,1500,632.75,14.77,14.77
Nepal,Maize (corn),2016,25029,1500,632.75,14.77,14.77
Nepal,"Mangoes, guavas and mangosteens",2016,70324,1500,632.75,14.77,14.77
Nepal,Millet,2016,11334,1500,632.75,14.77,14.77
Nepal,Mustard seed,2016,10102,1500,632.75,14.77,14.77
Nepal,"Nutmeg, mace, cardamoms, raw",2016,5312,1500,632.75,14.77,14.77
Nepal,Oranges,2016,97463,1500,632.75,14.77,14.77
Nepal,"Other beans, green",2016,28013,1500,632.75,14.77,14.77
Nepal,"Other citrus fruit, n.e.c.",2016,84223,1500,632.75,14.77,14.77
Nepal,"Other fruits, n.e.c.",2016,88299,1500,632.75,14.77,14.77
Nepal,"Other oil seeds, n.e.c.",2016,8631,1500,632.75,14.77,14.77
Nepal,Other pulses n.e.c.,2016,9837,1500,632.75,14.77,14.77
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2016,70328,1500,632.75,14.77,14.77
Nepal,"Other vegetables, fresh n.e.c.",2016,141829,1500,632.75,14.77,14.77
Nepal,Papayas,2016,130486,1500,632.75,14.77,14.77
Nepal,Peaches and nectarines,2016,68195,1500,632.75,14.77,14.77
Nepal,Pears,2016,97650,1500,632.75,14.77,14.77
Nepal,Persimmons,2016,90049,1500,632.75,14.77,14.77
Nepal,"Pigeon peas, dry",2016,9652,1500,632.75,14.77,14.77
Nepal,Pineapples,2016,136736,1500,632.75,14.77,14.77
Nepal,Plums and sloes,2016,72496,1500,632.75,14.77,14.77
Nepal,Potatoes,2016,140299,1500,632.75,14.77,14.77
Nepal,Rice,2016,33690,1500,632.75,14.77,14.77
Nepal,"Seed cotton, unginned",2016,10320,1500,632.75,14.77,14.77
Nepal,Soya beans,2016,12333,1500,632.75,14.77,14.77
Nepal,Sugar cane,2016,537094,1500,632.75,14.77,14.77
Nepal,"Tangerines, mandarins, clementines",2016,90283,1500,632.75,14.77,14.77
Nepal,Tea leaves,2016,50128,1500,632.75,14.77,14.77
Nepal,Unmanufactured tobacco,2016,9671,1500,632.75,14.77,14.77
Nepal,"Walnuts, in shell",2016,42124,1500,632.75,14.77,14.77
Nepal,Wheat,2016,23288,1500,632.75,14.77,14.77
Nepal,"Almonds, in shell",2017,5839,1500,691.53,14.53,14.53
Nepal,Apples,2017,53554,1500,691.53,14.53,14.53
Nepal,Apricots,2017,60607,1500,691.53,14.53,14.53
Nepal,Areca nuts,2017,36728,1500,691.53,14.53,14.53
Nepal,Bananas,2017,162666,1500,691.53,14.53,14.53
Nepal,Barley,2017,11147,1500,691.53,14.53,14.53
Nepal,"Beans, dry",2017,8590,1500,691.53,14.53,14.53
Nepal,"Broad beans and horse beans, dry",2017,8785,1500,691.53,14.53,14.53
Nepal,Buckwheat,2017,10856,1500,691.53,14.53,14.53
Nepal,Cabbages,2017,267409,1500,691.53,14.53,14.53
Nepal,Cauliflowers and broccoli,2017,190476,1500,691.53,14.53,14.53
Nepal,"Chick peas, dry",2017,11043,1500,691.53,14.53,14.53
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2017,49339,1500,691.53,14.53,14.53
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2017,101664,1500,691.53,14.53,14.53
Nepal,"Coconuts, in shell",2017,8822,1500,691.53,14.53,14.53
Nepal,"Coffee, green",2017,1761,1500,691.53,14.53,14.53
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2017,51467,1500,691.53,14.53,14.53
Nepal,"Ginger, raw",2017,123405,1500,691.53,14.53,14.53
Nepal,Green garlic,2017,69819,1500,691.53,14.53,14.53
Nepal,"Jute, raw or retted",2017,14517,1500,691.53,14.53,14.53
Nepal,Lemons and limes,2017,72002,1500,691.53,14.53,14.53
Nepal,"Lentils, dry",2017,12287,1500,691.53,14.53,14.53
Nepal,Lettuce and chicory,2017,60700,1500,691.53,14.53,14.53
Nepal,Linseed,2017,6331,1500,691.53,14.53,14.53
Nepal,Maize (corn),2017,25549,1500,691.53,14.53,14.53
Nepal,"Mangoes, guavas and mangosteens",2017,81157,1500,691.53,14.53,14.53
Nepal,Millet,2017,11635,1500,691.53,14.53,14.53
Nepal,Mustard seed,2017,9957,1500,691.53,14.53,14.53
Nepal,"Nutmeg, mace, cardamoms, raw",2017,5213,1500,691.53,14.53,14.53
Nepal,Oranges,2017,100776,1500,691.53,14.53,14.53
Nepal,"Other beans, green",2017,28376,1500,691.53,14.53,14.53
Nepal,"Other citrus fruit, n.e.c.",2017,85751,1500,691.53,14.53,14.53
Nepal,"Other fruits, n.e.c.",2017,92154,1500,691.53,14.53,14.53
Nepal,"Other oil seeds, n.e.c.",2017,10672,1500,691.53,14.53,14.53
Nepal,Other pulses n.e.c.,2017,9834,1500,691.53,14.53,14.53
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2017,69994,1500,691.53,14.53,14.53
Nepal,"Other vegetables, fresh n.e.c.",2017,136575,1500,691.53,14.53,14.53
Nepal,Papayas,2017,127765,1500,691.53,14.53,14.53
Nepal,Peaches and nectarines,2017,68358,1500,691.53,14.53,14.53
Nepal,Pears,2017,94545,1500,691.53,14.53,14.53
Nepal,Persimmons,2017,79549,1500,691.53,14.53,14.53
Nepal,"Pigeon peas, dry",2017,9652,1500,691.53,14.53,14.53
Nepal,Pineapples,2017,143748,1500,691.53,14.53,14.53
Nepal,Plums and sloes,2017,69961,1500,691.53,14.53,14.53
Nepal,Potatoes,2017,138631,1500,691.53,14.53,14.53
Nepal,Rice,2017,35058,1500,691.53,14.53,14.53
Nepal,"Seed cotton, unginned",2017,8902,1500,691.53,14.53,14.53
Nepal,Soya beans,2017,12333,1500,691.53,14.53,14.53
Nepal,Sugar cane,2017,452626,1500,691.53,14.53,14.53
Nepal,"Tangerines, mandarins, clementines",2017,94287,1500,691.53,14.53,14.53
Nepal,Tea leaves,2017,37515,1500,691.53,14.53,14.53
Nepal,Unmanufactured tobacco,2017,12510,1500,691.53,14.53,14.53
Nepal,"Walnuts, in shell",2017,44846,1500,691.53,14.53,14.53
Nepal,Wheat,2017,25538,1500,691.53,14.53,14.53
Nepal,"Almonds, in shell",2018,5363,1500,750.31,14.26,14.26
Nepal,Apples,2018,69913,1500,750.31,14.26,14.26
Nepal,Apricots,2018,63636,1500,750.31,14.26,14.26
Nepal,Areca nuts,2018,35238,1500,750.31,14.26,14.26
Nepal,Bananas,2018,161372,1500,750.31,14.26,14.26
Nepal,Barley,2018,12378,1500,750.31,14.26,14.26
Nepal,"Beans, dry",2018,8668,1500,750.31,14.26,14.26
Nepal,"Broad beans and horse beans, dry",2018,8987,1500,750.31,14.26,14.26
Nepal,Buckwheat,2018,11142,1500,750.31,14.26,14.26
Nepal,Cabbages,2018,267246,1500,750.31,14.26,14.26
Nepal,Cauliflowers and broccoli,2018,189448,1500,750.31,14.26,14.26
Nepal,"Chick peas, dry",2018,11406,1500,750.31,14.26,14.26
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2018,50000,1500,750.31,14.26,14.26
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2018,102356,1500,750.31,14.26,14.26
Nepal,"Coconuts, in shell",2018,140994,1500,750.31,14.26,14.26
Nepal,"Coffee, green",2018,1936,1500,750.31,14.26,14.26
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2018,51537,1500,750.31,14.26,14.26
Nepal,"Ginger, raw",2018,123478,1500,750.31,14.26,14.26
Nepal,Green garlic,2018,70000,1500,750.31,14.26,14.26
Nepal,"Jute, raw or retted",2018,14669,1500,750.31,14.26,14.26
Nepal,Lemons and limes,2018,69093,1500,750.31,14.26,14.26
Nepal,"Lentils, dry",2018,12562,1500,750.31,14.26,14.26
Nepal,Lettuce and chicory,2018,60839,1500,750.31,14.26,14.26
Nepal,Linseed,2018,9877,1500,750.31,14.26,14.26
Nepal,Maize (corn),2018,27216,1500,750.31,14.26,14.26
Nepal,"Mangoes, guavas and mangosteens",2018,89822,1500,750.31,14.26,14.26
Nepal,Millet,2018,11916,1500,750.31,14.26,14.26
Nepal,Mustard seed,2018,10556,1500,750.31,14.26,14.26
Nepal,"Nutmeg, mace, cardamoms, raw",2018,5364,1500,750.31,14.26,14.26
Nepal,Oranges,2018,107519,1500,750.31,14.26,14.26
Nepal,"Other beans, green",2018,28563,1500,750.31,14.26,14.26
Nepal,"Other citrus fruit, n.e.c.",2018,85723,1500,750.31,14.26,14.26
Nepal,"Other fruits, n.e.c.",2018,110873,1500,750.31,14.26,14.26
Nepal,"Other oil seeds, n.e.c.",2018,13236,1500,750.31,14.26,14.26
Nepal,Other pulses n.e.c.,2018,9913,1500,750.31,14.26,14.26
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2018,69798,1500,750.31,14.26,14.26
Nepal,"Other vegetables, fresh n.e.c.",2018,141651,1500,750.31,14.26,14.26
Nepal,Papayas,2018,126792,1500,750.31,14.26,14.26
Nepal,Peaches and nectarines,2018,68869,1500,750.31,14.26,14.26
Nepal,Pears,2018,94911,1500,750.31,14.26,14.26
Nepal,Persimmons,2018,80561,1500,750.31,14.26,14.26
Nepal,"Pigeon peas, dry",2018,9868,1500,750.31,14.26,14.26
Nepal,Pineapples,2018,142134,1500,750.31,14.26,14.26
Nepal,Plums and sloes,2018,72063,1500,750.31,14.26,14.26
Nepal,Potatoes,2018,158142,1500,750.31,14.26,14.26
Nepal,Rice,2018,37607,1500,750.31,14.26,14.26
Nepal,"Seed cotton, unginned",2018,10105,1500,750.31,14.26,14.26
Nepal,Soya beans,2018,12641,1500,750.31,14.26,14.26
Nepal,Sugar cane,2018,452643,1500,750.31,14.26,14.26
Nepal,"Tangerines, mandarins, clementines",2018,99928,1500,750.31,14.26,14.26
Nepal,Tea leaves,2018,37769,1500,750.31,14.26,14.26
Nepal,Unmanufactured tobacco,2018,11662,1500,750.31,14.26,14.26
Nepal,"Walnuts, in shell",2018,41375,1500,750.31,14.26,14.26
Nepal,Wheat,2018,27573,1500,750.31,14.26,14.26
Nepal,"Almonds, in shell",2019,5631,1500,809.09,14.08,14.08
Nepal,Apples,2019,72168,1500,809.09,14.08,14.08
Nepal,Apricots,2019,63049,1500,809.09,14.08,14.08
Nepal,Areca nuts,2019,31906,1500,809.09,14.08,14.08
Nepal,Bananas,2019,167854,1500,809.09,14.08,14.08
Nepal,Barley,2019,12516,1500,809.09,14.08,14.08
Nepal,"Beans, dry",2019,8577,1500,809.09,14.08,14.08
Nepal,"Broad beans and horse beans, dry",2019,8814,1500,809.09,14.08,14.08
Nepal,Buckwheat,2019,11118,1500,809.09,14.08,14.08
Nepal,Cabbages,2019,267637,1500,809.09,14.08,14.08
Nepal,Cauliflowers and broccoli,2019,197732,1500,809.09,14.08,14.08
Nepal,"Chick peas, dry",2019,11059,1500,809.09,14.08,14.08
Nepal,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2019,62832,1500,809.09,14.08,14.08
Nepal,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,99276,1500,809.09,14.08,14.08
Nepal,"Coconuts, in shell",2019,142966,1500,809.09,14.08,14.08
Nepal,"Coffee, green",2019,1920,1500,809.09,14.08,14.08
Nepal,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2019,51636,1500,809.09,14.08,14.08
Nepal,"Ginger, raw",2019,134426,1500,809.09,14.08,14.08
Nepal,Green garlic,2019,71141,1500,809.09,14.08,14.08
Nepal,"Jute, raw or retted",2019,14890,1500,809.09,14.08,14.08
Nepal,Lemons and limes,2019,71269,1500,809.09,14.08,14.08
Nepal,"Lentils, dry",2019,12032,1500,809.09,14.08,14.08
Nepal,Lettuce and chicory,2019,60695,1500,809.09,14.08,14.08
Nepal,Linseed,2019,10256,1500,809.09,14.08,14.08
Nepal,Maize (corn),2019,28199,1500,809.09,14.08,14.08
Nepal,"Mangoes, guavas and mangosteens",2019,86465,1500,809.09,14.08,14.08
Nepal,Millet,2019,11936,1500,809.09,14.08,14.08
Nepal,Mustard seed,2019,10409,1500,809.09,14.08,14.08
Nepal,"Nutmeg, mace, cardamoms, raw",2019,5283,1500,809.09,14.08,14.08
Nepal,Oranges,2019,108456,1500,809.09,14.08,14.08
Nepal,"Other beans, green",2019,26851,1500,809.09,14.08,14.08
Nepal,"Other citrus fruit, n.e.c.",2019,77583,1500,809.09,14.08,14.08
Nepal,"Other fruits, n.e.c.",2019,120231,1500,809.09,14.08,14.08
Nepal,"Other oil seeds, n.e.c.",2019,12381,1500,809.09,14.08,14.08
Nepal,Other pulses n.e.c.,2019,10089,1500,809.09,14.08,14.08
Nepal,"Other stimulant, spice and aromatic crops, n.e.c.",2019,72325,1500,809.09,14.08,14.08
Nepal,"Other vegetables, fresh n.e.c.",2019,148349,1500,809.09,14.08,14.08
Nepal,Papayas,2019,126528,1500,809.09,14.08,14.08
Nepal,Peaches and nectarines,2019,69389,1500,809.09,14.08,14.08
Nepal,Pears,2019,95941,1500,809.09,14.08,14.08
Nepal,Persimmons,2019,80130,1500,809.09,14.08,14.08
Nepal,"Pigeon peas, dry",2019,9872,1500,809.09,14.08,14.08
Nepal,Pineapples,2019,141142,1500,809.09,14.08,14.08
Nepal,Plums and sloes,2019,71999,1500,809.09,14.08,14.08
Nepal,Potatoes,2019,160464,1500,809.09,14.08,14.08
Nepal,Rice,2019,38048,1500,809.09,14.08,14.08
Nepal,"Seed cotton, unginned",2019,9739,1500,809.09,14.08,14.08
Nepal,Soya beans,2019,12537,1500,809.09,14.08,14.08
Nepal,Sugar cane,2019,496745,1500,809.09,14.08,14.08
Nepal,"Tangerines, mandarins, clementines",2019,103009,1500,809.09,14.08,14.08
Nepal,Tea leaves,2019,38285,1500,809.09,14.08,14.08
Nepal,Unmanufactured tobacco,2019,11630,1500,809.09,14.08,14.08
Nepal,"Walnuts, in shell",2019,41228,1500,809.09,14.08,14.08
Nepal,Wheat,2019,28490,1500,809.09,14.08,14.08
Nepal,"Almonds, in shell",2020,5675,1500,681.5,13.89,13.89
